stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_stationroutes,
1001,1001,"Abbottsfield Transit Centre",,  53.571965,-113.390362,,,0,8:142:318,
1002,1002,"Abbottsfield Transit Centre",,  53.572153,-113.389900,,,0,180:183:185:318,
1003,1003,"Abbottsfield Transit Centre",,  53.572042,-113.389775,,,0,141,
1010,1010,"50 Street & 122 Avenue",,  53.576936,-113.418303,,,0,2:141:318,
1011,1011,"73 Street & Borden Park Road",,  53.564294,-113.451705,,,0,91:577,
1014,1014,"89 Street & 118 Avenue",,  53.570532,-113.478260,,,0,5:8,
1015,1015,"Wayne Gretzky Dr S & 118 Avenue",,  53.570569,-113.453962,,,0,8:99:141:142:143,
1019,1019,"101 Street & 104 Avenue",,  53.546627,-113.493568,,,0,3:9:12:125:134:151:197,
1020,1020,"38 Street & 114 Avenue",,  53.566525,-113.400047,,,0,141,
1021,1021,"Rossdale Road & 96 Avenue",,  53.531905,-113.497659,,,0,9,
1022,1022,"97 Street & 109A Avenue",,  53.555995,-113.491239,,,0,3:140,
1023,1023,"96 Street & 111 Avenue",,  53.559217,-113.490462,,,0,127,
1024,1024,"102 Street & 111 Avenue",,  53.558796,-113.497233,,,0,9:12:125:127:197:309,
1025,1025,"84 Street & 118 Avenue",,  53.570329,-113.469870,,,0,5:8,
1026,1026,"Alex Taylor Road & Jasper Avenue",,  53.547392,-113.476334,,,0,2:120,
1027,1027,"90 Street & 118 Avenue",,  53.570355,-113.479050,,,0,5:8,
1028,1028,"48 Street & 114 Avenue",,  53.566833,-113.415664,,,0,142,
1029,1029,"32 Street & 111 Avenue",,  53.563609,-113.389519,,,0,142:318,
1030,1030,"40 Street & 114 Avenue",,  53.566754,-113.402674,,,0,141,
1031,1031,"54 Street & 118 Avenue",,  53.570622,-113.424664,,,0,141:318,
1032,1032,"102 Street & 111 Avenue",,  53.558981,-113.498348,,,0,9:12:125:127:197:309,
1033,1033,"68 Street & 118 Avenue",,  53.570325,-113.445938,,,0,8:99:141:142,
1034,1034,"Fort Road & Mount Lawn Road",,  53.575549,-113.459729,,,0,127:318,
1035,1035,"107 Street & Jasper Avenue",,  53.540830,-113.504007,,,0,1:2:5:14:16:100:109:120:160:161:162,
1036,1036,"54 Street & 121 Avenue",,  53.574811,-113.424663,,,0,141:318,
1037,1037,"48 Street & 121 Avenue",,  53.575118,-113.415628,,,0,141:318,
1038,1038,"46 Street & 114 Avenue",,  53.566744,-113.411925,,,0,141,
1039,1039,"95 Street & 108 Avenue",,  53.554390,-113.483995,,,0,5,
1040,1040,"97 Street & 118 Avenue",,  53.570860,-113.492010,,,0,9:15:134:140:151,
1041,1041,"Wayne Gretzky Drive S & 112 Avenue",,  53.562823,-113.447378,,,0,99,
1042,1042,"124 Street & 111 Avenue",,  53.558985,-113.536550,,,0,125:127,
1043,1043,"97 St & Yellowhead Tr Nearside",,  53.581122,-113.491955,,,0,9:130:134:140:151,
1044,1044,"80 Street & 118 Avenue",,  53.570330,-113.463370,,,0,5:8:10:91:127:143,
1045,1045,"Bellamy Hill & 98 Avenue",,  53.535533,-113.497088,,,0,9:151,
1046,1046,"34 Street & Abbottsfield Road",,  53.575044,-113.393020,,,0,142:318,
1047,1047,"124 Street & 103 Avenue",,  53.544284,-113.536005,,,0,1:5:120,
1048,1048,"97 Street & 120 Avenue",,  53.573112,-113.492394,,,0,9:134:140:151,
1050,1050,"101 Street & 105 Avenue",,  53.547396,-113.493829,,,0,3:9:12:125:134:151:197,
1051,1051,"95 Street & 102A Avenue",,  53.546534,-113.479409,,,0,1:5,
1052,1052,"66 Street & 122 Avenue",,  53.576996,-113.442827,,,0,99:318,
1053,1053,"Kingsway & 111 Avenue",,  53.559017,-113.504925,,,0,125:127,
1054,1054,"44 Street & 121 Avenue",,  53.575037,-113.408712,,,0,142:318,
1055,1055,"Abbottsfield Road & 119 Avenue",,  53.572930,-113.388532,,,0,141:318,
1056,1056,"95 Street & 115 Avenue",,  53.566161,-113.487070,,,0,5,
1057,1057,"82 Street & 125 Avenue",,  53.581038,-113.467479,,,0,10,
1058,1058,"38 Street & 108 Avenue",,  53.561168,-113.400064,,,0,141,
1059,1059,"103 Street & 118 Avenue",,  53.570282,-113.496913,,,0,8:9:12,
1060,1060,"88 Street & 115 Avenue",,  53.565865,-113.477146,,,0,3,
1061,1061,"38 Street & 106 Avenue",,  53.559964,-113.399900,,,0,142:318,
1062,1062,"82 Street & 119 Avenue",,  53.571906,-113.466399,,,0,10:143,
1063,1063,"62 Street & 112 Avenue",,  53.565883,-113.433777,,,0,2,
1064,1064,"101 Street & 103 Avenue",,  53.544844,-113.493852,,,0,1:3:9:12:16:100:109:111:125:134:140:151:160,
1065,1065,"40 Street & 121 Avenue",,  53.575137,-113.403388,,,0,141:318,
1066,1066,"Groat Road & 118 Avenue",,  53.570486,-113.548466,,,0,3,
1067,1067,"34 Street & 116A Avenue",,  53.569074,-113.393610,,,0,141:318,
1068,1068,"32 Street & Abbottsfield Road",,  53.575034,-113.390363,,,0,142:318,
1069,1069,"Bellamy Hill & 99 Avenue",,  53.537031,-113.495708,,,0,9:151,
1070,1070,"50 Street & 121 Avenue",,  53.575028,-113.417810,,,0,142:318,
1071,1071,"38 Street & 109 Avenue",,  53.562528,-113.399892,,,0,142:318,
1072,1072,"84 Street & 110 Avenue",,  53.558361,-113.470782,,,0,2:577,
1073,1073,"124 Street & 115 Avenue",,  53.564881,-113.536044,,,0,3,
1074,1074,"66 Street & 120 Avenue",,  53.573257,-113.443072,,,0,99:143:318,
1075,1075,"105 Street & 118 Avenue",,  53.570389,-113.501597,,,0,8:9:130:143,
1076,1076,"46 Street & 118 Avenue",,  53.570301,-113.411866,,,0,8,
1077,1077,"121 Street & Jasper Avenue",,  53.540843,-113.530165,,,0,1:5:120:309,
1078,1078,"St Albert Trail & 114 Avenue",,  53.563616,-113.544504,,,0,5,
1079,1079,"76 Street & 118 Avenue",,  53.570491,-113.459206,,,0,8:99:141:142:143,
1080,1080,"88 Street & 112 Avenue",,  53.560985,-113.476101,,,0,127,
1081,1081,"84 Street & 110 Avenue",,  53.557619,-113.470942,,,0,2:120,
1082,1082,"92 Street & Norwood Boulevard",,  53.560619,-113.481953,,,0,127,
1083,1083,"109 Street & Jasper Avenue",,  53.540856,-113.507218,,,0,1:5:14:100:120,
1084,1084,"66 Street & 122 Avenue",,  53.576516,-113.443082,,,0,99:318,
1085,1085,"40 Street & 118 Avenue",,  53.570302,-113.402430,,,0,8,
1086,1086,"Abbottsfield Road & 120 Avenue",,  53.573934,-113.388690,,,0,142:318,
1087,1087,"54 Street & 123 Avenue",,  53.578402,-113.424232,,,0,141:318,
1090,1090,"109 Street & 110 Avenue",,  53.557109,-113.508249,,,0,8:130:309,
1091,1091,"45 Street & 118 Avenue",,  53.570415,-113.411104,,,0,8,
1092,1092,"87 Street & Jasper Avenue",,  53.553157,-113.472478,,,0,2:120,
1093,1093,"103 Street & 118 Avenue",,  53.570373,-113.497920,,,0,8:9,
1094,1094,"82 Street & 112 Avenue",,  53.561148,-113.466253,,,0,2:577,
1095,1095,"61 Street & 121 Avenue",,  53.575422,-113.435217,,,0,143,
1096,1096,"64 Street & 118 Avenue",,  53.570316,-113.439403,,,0,8:141:142:318,
1098,1098,"122 Street & Jasper Avenue",,  53.541367,-113.533017,,,0,5,
1104,1104,"Kingsway RAH Transit Centre",,  53.558821,-113.501451,,,0,9:309,
1105,1105,"Kingsway RAH Transit Centre",,  53.558649,-113.501393,,,0,127,
1106,1106,"Kingsway RAH Transit Centre",,  53.558207,-113.501534,,,0,8,
1107,1107,"Kingsway RAH Transit Centre",,  53.558519,-113.501944,,,0,125:130,
1108,1108,"Kingsway RAH Transit Centre",,  53.558640,-113.501815,,,0,9,
1109,1109,"Kingsway RAH Transit Centre",,  53.558451,-113.500947,,,0,12,
1110,1110,"Kingsway RAH Transit Centre",,  53.558685,-113.500982,,,0,127:837,
1111,1111,"Kingsway RAH Transit Centre",,  53.558553,-113.501604,,,0,130:143:725,
1112,1112,"Kingsway RAH Transit Centre",,  53.558534,-113.501242,,,0,8,
1113,1113,"Kingsway RAH Transit Centre",,  53.558811,-113.500712,,,0,12:125:197,
1120,1120,"99 Street & Jasper Avenue",,  53.541474,-113.487903,,,0,2:3:5:14:88:120:161:162:180:197:308:309,
1121,1121,"85 Street & 118 Avenue",,  53.570448,-113.471324,,,0,5:8,
1122,1122,"113 Street & 111 Avenue",,  53.558979,-113.516196,,,0,125:127,
1123,1123,"99 Street & 103A Avenue nearside",,  53.546164,-113.489899,,,0,1:14:16:109:140:160:197:308,
1124,1124,"62 Street & 118 Avenue",,  53.570311,-113.436022,,,0,8:141:142:318,
1125,1125,"65 Street & 121 Avenue",,  53.575153,-113.441707,,,0,143,
1126,1126,"97 Street & 120 Avenue",,  53.573853,-113.492086,,,0,9:134:140:151,
1127,1127,"123 Street & Jasper Avenue",,  53.541255,-113.533342,,,0,1:5:120:309,
1128,1128,"101 Street & 102 Avenue",,  53.543899,-113.493591,,,0,1:3:9:12:16:109:125:134:140:151:160:308,
1129,1129,"97 Street & 111 Avenue",,  53.558980,-113.491018,,,0,3:127,
1130,1130,"95 Street & 111 Avenue",,  53.559911,-113.487691,,,0,3:127,
11301,11301,"107 Street & 105 Avenue",,  53.547681,-113.504947,,,0,7,
11305,11305,"124 Street & Stony Plain Road",,  53.547012,-113.536108,,,0,1:120,
11306,11306,"111 Street & 102 Avenue",,  53.543029,-113.512523,,,0,309,
11307,11307,"109 Street & Princess Elizabeth Avenue",,  53.565534,-113.505460,,,0,15,
11308,11308,"106 Street & 111 Avenue",,  53.560573,-113.503119,,,0,8:9:130:143,
11309,11309,"97 Street & 103A Avenue",,  53.546515,-113.488401,,,0,1:14:16:100:109:140:160,
1131,1131,"76 Street & 118 Avenue",,  53.570261,-113.458409,,,0,8:91:99:141:142:143,
11312,11312,"109 Street and Princess Elizabeth Avenue",,  53.565084,-113.505900,,,0,15,
11318,11318,"97 Street & 103A Avenue",,  53.546809,-113.486628,,,0,1,
11319,11319,"95 Street & 103A Avenue",,  53.547813,-113.480824,,,0,1,
1132,1132,"95 Street & 107 Avenue",,  53.553308,-113.483136,,,0,5,
11320,11320,"103 Street & 103 Avenue",,  53.544562,-113.496497,,,0,7:8:15:52:60:61:62:65:68:69:90:112,
11321,11321,"101 Street & 102A Avenue",,  53.544367,-113.491852,,,0,7:8:15:52:60:61:62:65:68:69:90:112,
11322,11322,"105 Street & 103 Avenue",,  53.544574,-113.500395,,,0,7:8:15:60:61:62:65:68:69:90:112,
11323,11323,"107 Street & 103 Avenue",,  53.544572,-113.504066,,,0,112,
11325,11325,"96 Street & 103A Avenue",,  53.547226,-113.484173,,,0,1,
1133,1133,"59 Street & 118 Avenue",,  53.570429,-113.432542,,,0,8:141:142:318,
1134,1134,"124 Street & 107 Avenue",,  53.550590,-113.536010,,,0,5,
1135,1135,"80 Street & 116 Avenue",,  53.567598,-113.463940,,,0,127,
1136,1136,"82 Street & 118 Avenue",,  53.570758,-113.467166,,,0,10:143,
1137,1137,"Fort Road & 122 Avenue",,  53.576386,-113.459552,,,0,127:318,
11372,11372,"97 Street & 103A Avenue",,  53.546699,-113.486811,,,0,1,
11373,11373,"95 Street & 103A Avenue",,  53.547801,-113.480462,,,0,1,
1138,1138,"95 Street & 117 Avenue",,  53.569175,-113.487099,,,0,5,
11382,11382,"106 Street & 103 Avenue",,  53.544633,-113.503582,,,0,112,
11387,11387,"96 Street & 103A Avenue",,  53.547323,-113.483244,,,0,1,
1139,1139,"86 Street & 122 Avenue",,  53.576765,-113.473188,,,0,143,
1140,1140,"50 Street & 114 Avenue",,  53.566738,-113.417967,,,0,141,
1141,1141,"117 Street & Jasper Avenue",,  53.540844,-113.522530,,,0,1:5:120:309,
1142,1142,"101 Street & MacDonald Drive nearside",,  53.539758,-113.493853,,,0,9:151,
1143,1143,"75 Street & Fort Road",,  53.578517,-113.457233,,,0,127:318,
1144,1144,"54 Street & 121 Avenue",,  53.575461,-113.424500,,,0,142:318,
1145,1145,"93 Street & 115 Avenue",,  53.565746,-113.483857,,,0,3,
1146,1146,"95 Street & 111 Avenue",,  53.560211,-113.485924,,,0,127,
1147,1147,"82 Street & 115 Avenue Loop",,  53.565980,-113.467058,,,0,3,
1148,1148,"80 Street & 118 Avenue",,  53.570033,-113.464121,,,0,127,
1149,1149,"61 Street & 118 Avenue",,  53.570433,-113.435650,,,0,8:141:142:318,
1150,1150,"95 Street & 114 Avenue",,  53.563962,-113.487281,,,0,3:5,
1151,1151,"50 Street & 115 Avenue",,  53.567923,-113.418310,,,0,142,
1152,1152,"106 Street & 114 Avenue",,  53.564441,-113.503530,,,0,8:9:130:143,
1153,1153,"106 Street & 97 Avenue",,  53.534316,-113.504226,,,0,71,
1154,1154,"74 Street & 112 Avenue",,  53.561982,-113.450625,,,0,2,
1156,1156,"32 Street & 118 Avenue",,  53.570255,-113.390874,,,0,8,
1157,1157,"66 Street & 118 Avenue",,  53.570425,-113.444014,,,0,8:99:141:142:143,
1158,1158,"105 Street & 122 Avenue",,  53.576683,-113.500380,,,0,130:143,
1159,1159,"Groat Road & 107 Avenue",,  53.550782,-113.548775,,,0,128,
1160,1160,"95 Street & 109 Avenue",,  53.556196,-113.484999,,,0,5,
1161,1161,"106 Street & Princess Elizabeth Avenue",,  53.565777,-113.503387,,,0,8:9:130:143,
1163,1163,"95 Street & 115 Avenue",,  53.565738,-113.486704,,,0,3,
1164,1164,"88 Street & 112 Avenue",,  53.561151,-113.477142,,,0,127,
1167,1167,"97 Street & 106 Avenue",,  53.550538,-113.488759,,,0,3:140,
1168,1168,"36 Street & 121 Avenue",,  53.575134,-113.397310,,,0,141:318,
1169,1169,"95 Street & 108A Avenue",,  53.555948,-113.484636,,,0,5,
1170,1170,"95 Street & 116 Avenue",,  53.567131,-113.487285,,,0,5,
1171,1171,"34 Street & 116A Avenue",,  53.568433,-113.393793,,,0,142:318,
1172,1172,"89 Street & 118 Avenue",,  53.570345,-113.477515,,,0,5:8,
1173,1173,"89 Street & Rowland Road",,  53.547906,-113.470473,,,0,1:88,
1174,1174,"43 Street & 118 Avenue",,  53.570435,-113.408170,,,0,8,
1175,1175,"38 Street & 118 Avenue",,  53.570304,-113.399229,,,0,8,
1176,1176,"34 Street & 114 Avenue",,  53.567146,-113.393638,,,0,141:318,
1177,1177,"50 Street & 123 Avenue",,  53.577977,-113.418479,,,0,2:142:318,
1178,1178,"90 Street & Jasper Avenue",,  53.551113,-113.473635,,,0,2:120,
1179,1179,"42 Street & 118 Avenue",,  53.570293,-113.405436,,,0,8,
1180,1180,"82 Street & 112 Avenue",,  53.560881,-113.467442,,,0,2:577,
1181,1181,"97 Street & 110 Avenue",,  53.557453,-113.491626,,,0,3:140,
1182,1182,"57 Street & 118 Avenue",,  53.570305,-113.428812,,,0,8:141:142:318,
1183,1183,"124 Street & 108 Avenue",,  53.552136,-113.536017,,,0,3:5,
1184,1184,"90 Street & Jasper Avenue",,  53.551334,-113.473186,,,0,2:120,
1185,1185,"69 Street & 118 Avenue",,  53.570441,-113.448422,,,0,8:99:141:142:143,
1186,1186,"42 Street & 121 Avenue",,  53.575037,-113.405639,,,0,142:318,
1187,1187,"107 Street & 122 Avenue",,  53.577012,-113.504905,,,0,197,
1188,1188,"95 Street & Jasper Avenue",,  53.544658,-113.478599,,,0,1:5:88:308:309,
1189,1189,"95 Street & 113 Avenue",,  53.562892,-113.487049,,,0,3:5,
1190,1190,"McDougall Hill & Grierson Hill",,  53.538545,-113.490588,,,0,7:8:57:70:81:85:86:87:112,
1191,1191,"111 Street & 111 Avenue",,  53.558986,-113.512451,,,0,125:127,
1192,1192,"40 Street & 121 Avenue",,  53.575045,-113.402536,,,0,142:318,
1193,1193,"97 Street & 107 Avenue",,  53.552349,-113.489516,,,0,3:16:140,
1194,1194,"82 Street & 122 Avenue",,  53.576775,-113.467934,,,0,143,
1195,1195,"66 Street & 120 Avenue",,  53.573816,-113.442885,,,0,99:318,
1196,1196,"97 Street & Jasper Avenue",,  53.542314,-113.484795,,,0,2:5:88:120:308:309,
1197,1197,"73 Street & 112 Avenue",,  53.562325,-113.449483,,,0,2,
1199,1199,"97 Street & Yellowhead Trail",,  53.581399,-113.492204,,,0,9:130:134:140:151,
1201,1201,"Coliseum Transit Centre",,  53.570794,-113.458977,,,0,8,
1202,1202,"Coliseum Transit Centre",,  53.570769,-113.459350,,,0,5,
1203,1203,"Coliseum Transit Centre",,  53.570743,-113.459651,,,0,10,
1204,1204,"Coliseum Transit Centre",,  53.570712,-113.459947,,,0,141,
1205,1205,"Coliseum Transit Centre",,  53.570693,-113.460200,,,0,127:143,
1206,1206,"Coliseum Transit Centre",,  53.570932,-113.460421,,,0,99,
1207,1207,"Coliseum Transit Centre",,  53.570966,-113.460096,,,0,99:142,
1208,1208,"Coliseum Transit Centre",,  53.570994,-113.459830,,,0,8:318,
1209,1209,"Coliseum Transit Centre",,  53.571024,-113.459515,,,0,127,
1211,1211,"Coliseum Transit Centre",,  53.571211,-113.458498,,,0,589,
1213,1213,"Coliseum Transit Centre",,  53.570901,-113.460701,,,0,143,
1220,1220,"64 Street & 112 Avenue",,  53.565164,-113.436795,,,0,2,
1221,1221,"97 Street & 111 Avenue",,  53.558640,-113.492046,,,0,3:16:140:160:161:162:180,
1222,1222,"95 Street & Jasper Avenue",,  53.544942,-113.479564,,,0,2:5:88:120:308:309,
1223,1223,"106 Street & 117 Avenue",,  53.567535,-113.503140,,,0,8:9:15:130:143:197,
1224,1224,"83 Street & 111 Avenue",,  53.559601,-113.468406,,,0,2:577,
1225,1225,"55 Street & 118 Avenue",,  53.570301,-113.425788,,,0,8:141:142:318,
1226,1226,"106 Street & 113 Avenue",,  53.562229,-113.503530,,,0,8:9:130:143,
1227,1227,"106 Street & 117 Avenue",,  53.568069,-113.502751,,,0,8:9:12:15:130:143:197,
1228,1228,"50 Street & 112 Avenue",,  53.567313,-113.419591,,,0,2,
1229,1229,"83 Street & 115 Avenue",,  53.565751,-113.468386,,,0,3:127,
1230,1230,"38 Street & 121 Avenue",,  53.575052,-113.399266,,,0,142:318,
1231,1231,"82 Street & 118 Avenue",,  53.570438,-113.468047,,,0,5:8,
1232,1232,"96 Street & 111 Avenue",,  53.559248,-113.489031,,,0,3:127,
1233,1233,"101 Street & 111 Avenue",,  53.559243,-113.493595,,,0,134:151,
1235,1235,"82 Street & 118 Avenue",,  53.570333,-113.466591,,,0,5:8:91,
1236,1236,"70 Street & 118 Avenue",,  53.570324,-113.449290,,,0,8:99:141:142,
1237,1237,"101 Street & 117 Avenue",,  53.569217,-113.493554,,,0,134:151,
1238,1238,"55 Street & 112 Avenue",,  53.567314,-113.426660,,,0,2,
1239,1239,"86 Street & 114 Avenue",,  53.563933,-113.473390,,,0,127,
1240,1240,"124 Street & Stony Plain Road",,  53.546474,-113.536049,,,0,1:5:120,
1241,1241,"34 Street & 119 Avenue",,  53.571504,-113.393812,,,0,8:142:318,
1242,1242,"124 Street & 102 Avenue",,  53.542270,-113.536001,,,0,1:5:14:120:309,
1243,1243,"101 Street & 101A  Avenue",,  53.542162,-113.493905,,,0,1:3:9:12:16:100:109:111:125:134:140:151:160,
1244,1244,"82 Street & Jasper Avenue",,  53.557500,-113.467184,,,0,120,
1245,1245,"41 Street & 118 Avenue",,  53.570434,-113.405494,,,0,8,
1246,1246,"100 Street & 102 Avenue",,  53.543887,-113.490627,,,0,57:63:64:66:81:82:83:85:87,
1247,1247,"95 Street & 103A Avenue",,  53.548231,-113.480334,,,0,5,
1248,1248,"93 Street & Jasper Avenue",,  53.547265,-113.476693,,,0,2:120,
1249,1249,"87 Street & 115 Avenue",,  53.565768,-113.474389,,,0,3,
1250,1250,"97 Street & 107 Avenue",,  53.551436,-113.489340,,,0,3:16:140,
1251,1251,"102 Street & MacDonald Drive",,  53.539607,-113.495216,,,0,12:125:134:140:151,
1252,1252,"88 Street & 118 Avenue",,  53.570430,-113.475189,,,0,5:8,
1253,1253,"97 Street & 102 Avenue",,  53.544368,-113.486204,,,0,3:14:100:109:161:162:180:197,
1254,1254,"92 Street & 101A Avenue",,  53.544300,-113.471799,,,0,308:309,
1255,1255,"46 Street & 121 Avenue",,  53.575133,-113.412658,,,0,141:318,
1256,1256,"Thornton Court & Jasper Avenue",,  53.541424,-113.487316,,,0,2:3:5:14:88:100:120:161:162:180:197:309,
1257,1257,"103 Street & 122 Avenue",,  53.576782,-113.497754,,,0,130:143,
1258,1258,"95 Street & 117 Avenue",,  53.568672,-113.487340,,,0,5,
1259,1259,"82 Street & 120 Avenue",,  53.573287,-113.467394,,,0,10:143,
1260,1260,"61 Street & 122 Avenue",,  53.576913,-113.435445,,,0,143,
1261,1261,"47 Street & 118 Avenue",,  53.570419,-113.414366,,,0,8,
1262,1262,"100 Street & Jasper Avenue",,  53.541175,-113.491368,,,0,2:3:5:14:52:88:120:161:162:180:197:308:309,
1263,1263,"95 Street & 122 Avenue",,  53.576660,-113.487770,,,0,143,
1264,1264,"95 Street & 122 Avenue",,  53.576598,-113.486711,,,0,143,
1265,1265,"86 Street & 112 Avenue",,  53.561168,-113.473782,,,0,127,
1266,1266,"97 Street & Jasper Avenue",,  53.541938,-113.486417,,,0,2:3:5:14:88:120:161:162:180:197:308:309,
1267,1267,"40 Street & 114 Avenue",,  53.566843,-113.403420,,,0,142,
1268,1268,"95 Street & 111 Avenue",,  53.560593,-113.487021,,,0,3:5,
1269,1269,"124 Street & 114 Avenue",,  53.563284,-113.536033,,,0,3:5,
1270,1270,"60 Street & 112 Avenue",,  53.566525,-113.431123,,,0,2,
1271,1271,"105 Street & Jasper Avenue",,  53.540846,-113.499808,,,0,1:2:5:14:16:88:100:109:120:160:161:162:180:197,
1272,1272,"122 Street & 111 Avenue",,  53.558822,-113.531991,,,0,125:127:837,
1273,1273,"110 Street & 111 Avenue",,  53.558794,-113.509864,,,0,125:127:837,
1274,1274,"53 Street & 118 Avenue",,  53.570414,-113.423534,,,0,8:142,
1275,1275,"54 Street & 120 Avenue",,  53.573822,-113.424501,,,0,142:318,
1276,1276,"46 Street & 114 Avenue",,  53.566836,-113.412808,,,0,142,
1277,1277,"86 Street & 114 Avenue",,  53.564465,-113.473196,,,0,127,
1278,1278,"97 Street & 122 Avenue",,  53.576746,-113.492853,,,0,130:143,
1279,1279,"124 Street & 118 Avenue",,  53.569809,-113.536056,,,0,3,
1280,1280,"97 Street & 103 Avenue",,  53.545933,-113.487051,,,0,3:14:109:161:162:180:197:308,
1281,1281,"69 Street & 112 Avenue",,  53.563464,-113.444079,,,0,2,
1282,1282,"32 Street & 107A Avenue",,  53.561455,-113.389295,,,0,141,
1283,1283,"124 Street & 111 Avenue",,  53.558823,-113.535208,,,0,125:127:837,
1284,1284,"97 Street & 108 Avenue",,  53.553434,-113.490176,,,0,3:140,
1285,1285,"66 Street & 118 Avenue",,  53.570302,-113.442527,,,0,8:141:142:318,
1286,1286,"Fort Road & 121 Avenue",,  53.574916,-113.460220,,,0,127:318,
1287,1287,"97 Street & 118 Avenue",,  53.570479,-113.493197,,,0,8:9:15:134:151,
1288,1288,"95 Street & 118 Avenue",,  53.570435,-113.487781,,,0,8,
1289,1289,"101 Street & 116 Avenue",,  53.567097,-113.493817,,,0,12:134:151,
1292,1292,"100 Street & 102A Avenue",,  53.543735,-113.490858,,,0,7:8:15:52:57:60:61:62:63:64:65:66:68:69:81:82:83:85:86:87:90:112,
1293,1293,"110 Street & 100 Avenue",,  53.538669,-113.510163,,,0,309,
1294,1294,"Wayne Gretzky Drive S & 118 Avenue",,  53.570250,-113.453136,,,0,8:99:141:142,
1295,1295,"97 Street & 108 Avenue",,  53.554002,-113.490210,,,0,3:140,
1296,1296,"34 Street & 118 Avenue",,  53.570465,-113.394354,,,0,8,
1298,1298,"38 Street & 110 Avenue",,  53.562941,-113.400066,,,0,141,
1299,1299,"103 Street & Jasper Avenue",,  53.540653,-113.497247,,,0,309,
1303,1303,"Government Transit Centre",,  53.535867,-113.504431,,,0,71,
1304,1304,"Government Transit Centre",,  53.536019,-113.504463,,,0,160,
1305,1305,"Government Transit Centre",,  53.536199,-113.504458,,,0,52,
1308,1308,"Government Transit Centre",,  53.536339,-113.504592,,,0,52,
1309,1309,"Government Transit Centre",,  53.536148,-113.504579,,,0,161:162,
1310,1310,"Government Transit Centre",,  53.535982,-113.504596,,,0,16,
1320,1320,"95 Street & 118 Avenue",,  53.570364,-113.486728,,,0,5:8,
1321,1321,"100 Street & 102 Avenue nearside",,  53.543171,-113.490581,,,0,7:8:15:60:61:62:65:68:69:70:72:86:90:112,
1322,1322,"103 Street & Jasper Avenue",,  53.540832,-113.496440,,,0,1:2:5:14:16:70:88:100:109:120:160:161:162:180:197:309,
1323,1323,"67 Street & 112 Avenue",,  53.564165,-113.440426,,,0,2,
1324,1324,"95 Street & 112 Avenue",,  53.560831,-113.487239,,,0,3:5,
1325,1325,"87 Street & 118 Avenue",,  53.570339,-113.474435,,,0,5:8,
1326,1326,"34 Street & 111 Avenue",,  53.564509,-113.393636,,,0,141,
1327,1327,"80 Street & 118 Avenue",,  53.570462,-113.464671,,,0,5:8:10:143,
1328,1328,"96 Street & Jasper Avenue",,  53.543359,-113.482699,,,0,2:5:88:120:308:309,
1329,1329,"124 Street & 117 Avenue",,  53.568047,-113.536056,,,0,3,
1330,1330,"54 Street & 122 Avenue",,  53.577072,-113.424489,,,0,142:318,
1331,1331,"86 Street & 112 Avenue",,  53.561314,-113.473186,,,0,127,
1332,1332,"74 Street & 112 Avenue",,  53.561876,-113.451928,,,0,2,
1333,1333,"109 Street & 111 Avenue",,  53.559016,-113.509060,,,0,125:127,
1334,1334,"97 Street & 114 Avenue",,  53.563950,-113.491947,,,0,140,
1335,1335,"95 Street & 105 Avenue",,  53.549937,-113.481268,,,0,5,
1336,1336,"101 Street & Jasper Avenue",,  53.540931,-113.492287,,,0,2:3:5:14:70:88:100:120:161:162:180:197:309,
1337,1337,"36 Street & 118 Avenue",,  53.570432,-113.397442,,,0,8,
1338,1338,"92 Street & Jasper Avenue",,  53.548991,-113.474857,,,0,2:120,
1339,1339,"90 Street & 122 Avenue",,  53.576679,-113.480127,,,0,143,
1340,1340,"50 Street & 123 Avenue",,  53.578395,-113.419003,,,0,141:318,
1341,1341,"95 Street & 113 Avenue",,  53.562336,-113.487266,,,0,3:5,
1342,1342,"65 Street & 112 Avenue",,  53.564884,-113.437477,,,0,2,
1343,1343,"63 Street & 121 Avenue",,  53.575148,-113.438686,,,0,143,
1344,1344,"95 Street & 107A Avenue",,  53.554254,-113.483654,,,0,5,
1345,1345,"79 Street & 112 Avenue",,  53.561645,-113.462408,,,0,577,
1346,1346,"101 Street & 101A Avenue",,  53.541862,-113.493597,,,0,1:3:9:12:16:109:125:134:140:151:160:308,
1347,1347,"66 Street & 112 Avenue",,  53.564469,-113.439651,,,0,2,
1348,1348,"101 Street & 113 Avenue",,  53.562914,-113.493618,,,0,134:151,
1350,1350,"81 Street & 115 Avenue",,  53.565755,-113.465813,,,0,127,
1351,1351,"100 Street & Rossdale Road",,  53.538048,-113.490576,,,0,7:8:57:70:81:85:86:87:112,
1352,1352,"53 Street & 112 Avenue",,  53.567312,-113.423617,,,0,2,
1353,1353,"91 Street & 115 Avenue",,  53.565775,-113.480747,,,0,3,
1354,1354,"95 Street & 105 Avenue",,  53.549318,-113.481179,,,0,5,
1355,1355,"38 Street & 111 Avenue",,  53.564369,-113.399891,,,0,142:318,
1356,1356,"90 Street & Rowland Road",,  53.547626,-113.472339,,,0,1:88:308:309,
1357,1357,"78 Street & 120 Avenue",,  53.573512,-113.460742,,,0,127:318,
